Company Name,Domain,Website,LinkedIn URL,Founded Year,Revenue,Revenue (USD),Tier,SaaS Status & Reason
Eskimoz,eskimoz.fr,https://www.eskimoz.fr,https://www.linkedin.com/company/eskimoz,2015.0,41M,41000000.0,Tier 1,True
Planday,planday.com,https://www.planday.com,https://www.linkedin.com/company/planday,2005.0,19M,19000000.0,Tier 1,True
Streetbees,streetbees.com,https://www.streetbees.com,https://www.linkedin.com/company/streetbees,2015.0,23.6M,23600000.0,Tier 1,True
Sesame HR,sesamehr.es,https://www.sesamehr.es,https://www.linkedin.com/company/sesamehr,2015.0,23M,23000000.0,Tier 1,True
PLAYTOMIC,playtomic.com,https://www.playtomic.com,https://www.linkedin.com/company/playtomic,2017.0,233M,233000000.0,Tier 1,True
Sewan Groupe,sewan.fr,https://www.sewan.fr,https://www.linkedin.com/company/sewangroupe,2007.0,178.6M,178563000.0,Tier 1,True
Genially,genially.com,https://www.genially.com,https://www.linkedin.com/company/geniallyofficial,2015.0,26.9M,26900000.0,Tier 1,True
Partoo,partoo.co,https://www.partoo.co,https://www.linkedin.com/company/partoo,2014.0,37M,37000000.0,Tier 1,True
Yousign,yousign.com,https://www.yousign.com,https://www.linkedin.com/company/yousign,2013.0,39.1M,39100000.0,Tier 1,True
Stack Overflow,stackoverflow.co,https://www.stackoverflow.co,https://www.linkedin.com/company/stack-overflow,2008.0,175.6M,175600000.0,Tier 1,True
HackerRank,hackerrank.com,https://www.hackerrank.com,https://www.linkedin.com/company/hackerrank,2012.0,221M,221000000.0,Tier 1,True
Perplexity,perplexity.ai,https://www.perplexity.ai,https://www.linkedin.com/company/perplexity-ai,2022.0,150M,150000000.0,Tier 1,True
"Docker, Inc",docker.com,https://www.docker.com,https://www.linkedin.com/company/docker,2013.0,207M,207000000.0,Tier 1,True
Strava,strava.com,https://www.strava.com,https://www.linkedin.com/company/strava-inc.,2009.0,500M,500000000.0,Tier 1,True
Cohere,cohere.com,https://www.cohere.com,https://www.linkedin.com/company/cohere-ai,2019.0,150M,150000000.0,Tier 1,True
"Keeper Security, Inc.",keepersecurity.com,https://www.keepersecurity.com,https://www.linkedin.com/company/keeper-security-inc-,2011.0,90.6M,90600000.0,Tier 1,True
Runway,runwayml.com,https://www.runwayml.com,https://www.linkedin.com/company/runwayml,2018.0,121.6M,121600000.0,Tier 1,True
Illumio,illumio.com,https://www.illumio.com,https://www.linkedin.com/company/illumio,2013.0,61.0M,60989000.0,Tier 1,True
Eightfold AI,eightfold.ai,https://www.eightfold.ai,https://www.linkedin.com/company/eightfoldai,2016.0,405.6M,405600000.0,Tier 1,True
Consensys,consensys.io,https://www.consensys.io,https://www.linkedin.com/company/consensys-software-inc,2014.0,250M,250000000.0,Tier 1,True
DataRobot,datarobot.com,https://www.datarobot.com,https://www.linkedin.com/company/datarobot,2012.0,285M,285000000.0,Tier 1,True
Oyster®,oysterhr.com,https://www.oysterhr.com,https://www.linkedin.com/company/oysterhr,2020.0,96.6M,96600000.0,Tier 1,True
Seclore,seclore.com,https://www.seclore.com,https://www.linkedin.com/company/seclore,2010.0,59.5M,59500000.0,Tier 1,True
H2O.ai,h2o.ai,https://www.h2o.ai,https://www.linkedin.com/company/h2oai,2012.0,75M,75000000.0,Tier 1,True
ClickHouse,clickhouse.com,https://www.clickhouse.com,https://www.linkedin.com/company/clickhouseinc,2021.0,96M,96000000.0,Tier 1,True
Dataminr,dataminr.com,https://www.dataminr.com,https://www.linkedin.com/company/dataminr,2009.0,200M,200000000.0,Tier 1,True
Eagle Eye Networks,een.com,https://www.een.com,https://www.linkedin.com/company/eagleeyenetworks,2012.0,112.6M,112588000.0,Tier 1,True
BlueVoyant,bluevoyant.com,https://www.bluevoyant.com,https://www.linkedin.com/company/bluevoyant,2017.0,213.5M,213500000.0,Tier 1,True
Stability AI,stability.ai,https://www.stability.ai,https://www.linkedin.com/company/stability-ai,2019.0,50M,50000000.0,Tier 1,True
Weights & Biases,wandb.ai,https://www.wandb.ai,https://www.linkedin.com/company/wandb,2017.0,13.6M,13600000.0,Tier 1,True
SambaNova,sambanova.ai,https://www.sambanova.ai,https://www.linkedin.com/company/sambanova,2017.0,100M,100000000.0,Tier 1,True
Napster Corp.,napster.ai,https://www.napster.ai,https://www.linkedin.com/company/napstercorp,2019.0,113.0M,112999000.0,Tier 1,True
Drata,drata.com,https://www.drata.com,https://www.linkedin.com/company/drata,2020.0,100M,100000000.0,Tier 1,True
AdvantageClub.ai,advantageclub.ai,https://www.advantageclub.ai,https://www.linkedin.com/company/advantageclub,2016.0,38M,38000000.0,Tier 1,True
Conviva,conviva.com,https://www.conviva.com,https://www.linkedin.com/company/conviva,2006.0,59.3M,59300000.0,Tier 1,True
Level AI,thelevel.ai,https://www.thelevel.ai,https://www.linkedin.com/company/level-ai,2018.0,23.4M,23400000.0,Tier 1,True
Versa Networks,versa-networks.com,https://www.versa-networks.com,https://www.linkedin.com/company/versa-networks,2012.0,90M,90000000.0,Tier 1,True
BrightEdge,brightedge.com,https://www.brightedge.com,https://www.linkedin.com/company/brightedge,2007.0,120M,120000000.0,Tier 1,True
Corporate Finance Institute® (CFI),corporatefinanceinstitute.com,https://www.corporatefinanceinstitute.com,https://www.linkedin.com/school/corporate-finance-institute-cfi,2016.0,79.4M,79400000.0,Tier 1,True
AngelList,angellist.com,https://www.angellist.com,https://www.linkedin.com/company/angellist,2010.0,80.3M,80300000.0,Tier 1,True
Codecademy,codecademy.com,https://www.codecademy.com,https://www.linkedin.com/school/codecademy,2011.0,99.2M,99200000.0,Tier 1,True
Platzi,platzi.com,https://www.platzi.com,https://www.linkedin.com/school/platzi-inc,2012.0,15M,15000000.0,Tier 1,True
Betterfly,betterfly.com,https://www.betterfly.com,https://www.linkedin.com/company/gobetterfly,2018.0,72M,72000000.0,Tier 1,True
ButterflyMX,butterflymx.com,https://www.butterflymx.com,https://www.linkedin.com/company/butterflymx,2014.0,65.6M,65600000.0,Tier 1,True
Together AI,together.ai,https://www.together.ai,https://www.linkedin.com/company/togethercomputer,2022.0,100M,100000000.0,Tier 1,True
data.ai (by Sensor Tower),data.ai,https://www.data.ai,https://www.linkedin.com/company/dataai,2010.0,49.5M,49500000.0,Tier 1,True
Vercel,vercel.com,https://www.vercel.com,https://www.linkedin.com/company/vercel,2015.0,200M,200000000.0,Tier 1,True
Interview Kickstart,interviewkickstart.com,https://www.interviewkickstart.com,https://www.linkedin.com/school/interview-kickstart,2014.0,104.2M,104200000.0,Tier 1,True
Groq,groq.com,https://www.groq.com,https://www.linkedin.com/company/groq,2016.0,90M,90000000.0,Tier 1,True
Bright Money,brightmoney.co,https://www.brightmoney.co,https://www.linkedin.com/company/bright-money,2019.0,101.9M,101900000.0,Tier 1,True
Bolt,bolt.com,https://www.bolt.com,https://www.linkedin.com/company/bolt-com,2014.0,28M,28000000.0,Tier 1,True
Education,education.com,https://www.education.com,https://www.linkedin.com/company/education12a987b,2021.0,11.3M,11300000.0,Tier 1,True
MasterClass,masterclass.com,https://www.masterclass.com,https://www.linkedin.com/company/masterclassinc,2015.0,247M,247000000.0,Tier 1,True
Cybrary,cybrary.it,https://www.cybrary.it,https://www.linkedin.com/company/cybrary,2015.0,26M,26000000.0,Tier 1,True
Preply,preply.com,https://www.preply.com,https://www.linkedin.com/company/preply,2012.0,485.5M,485500000.0,Tier 1,True
Rocket Lawyer,rocketlawyer.com,https://www.rocketlawyer.com,https://www.linkedin.com/company/rocket-lawyer-inc,2008.0,73.8M,73800000.0,Tier 1,True
Replit,replit.com,https://www.replit.com,https://www.linkedin.com/company/repl-it,2016.0,240M,240000000.0,Tier 1,True
Cockroach Labs,cockroachlabs.com,https://www.cockroachlabs.com,https://www.linkedin.com/company/cockroach-labs,2015.0,30.8M,30800000.0,Tier 1,True
Tarana Wireless,taranawireless.com,https://www.taranawireless.com,https://www.linkedin.com/company/tarana-wireless-inc,2009.0,221M,221000000.0,Tier 1,True
Optibus,optibus.com,https://www.optibus.com,https://www.linkedin.com/company/optibus,2014.0,59.6M,59600000.0,Tier 1,True
Spiceworks,spiceworks.com,https://www.spiceworks.com,https://www.linkedin.com/company/spiceworks,2006.0,80M,80000000.0,Tier 1,True
Elucidata,elucidata.io,https://www.elucidata.io,https://www.linkedin.com/company/elucidata-corporation,2015.0,22.2M,22200000.0,Tier 1,True
"Anaconda, Inc.",anaconda.com,https://www.anaconda.com,https://www.linkedin.com/company/anacondainc,2012.0,150M,150000000.0,Tier 1,True
Educative,educative.io,https://www.educative.io,https://www.linkedin.com/company/educative-inc,2015.0,98.1M,98100000.0,Tier 1,True
Looker,looker.com,https://www.looker.com,https://www.linkedin.com/company/looker,2012.0,240M,240000000.0,Tier 1,True
Supabase,supabase.com,https://www.supabase.com,https://www.linkedin.com/company/supabase,2020.0,70M,70000000.0,Tier 1,True
Duo Security,duo.com,https://www.duo.com,https://www.linkedin.com/company/duosec,2010.0,217.9M,217900000.0,Tier 1,True
Veracode,veracode.com,https://www.veracode.com,https://www.linkedin.com/company/veracode,2006.0,47M,47000000.0,Tier 1,True
DataStax,datastax.com,https://www.datastax.com,https://www.linkedin.com/company/datastax,2010.0,246.9M,246900000.0,Tier 1,True
Synctera,synctera.com,https://www.synctera.com,https://www.linkedin.com/company/synctera,2020.0,23.5M,23500000.0,Tier 1,True
Cedar,cedar.com,https://www.cedar.com,https://www.linkedin.com/company/cedar-inc.,2016.0,70M,70000000.0,Tier 1,True
Stash,stash.com,https://www.stash.com,https://www.linkedin.com/company/stashfinancial,2015.0,125M,125000000.0,Tier 1,True
Zest AI,zest.ai,https://www.zest.ai,https://www.linkedin.com/company/zest-ai,2009.0,30M,30000000.0,Tier 1,True
KOHO,koho.ca,https://www.koho.ca,https://www.linkedin.com/company/koho,2014.0,108M,108000000.0,Tier 1,True
interface.ai,interface.ai,https://www.interface.ai,https://www.linkedin.com/company/interface-ai,2019.0,20M,20000000.0,Tier 1,True
Truora Inc.,truora.com,https://www.truora.com,https://www.linkedin.com/company/truora,2018.0,16M,16000000.0,Tier 1,True
Railsr,railsr.com,https://www.railsr.com,https://www.linkedin.com/company/railsrglobal,2016.0,40M,40000000.0,Tier 1,True
Palmetto,palmetto.com,https://www.palmetto.com,https://www.linkedin.com/company/palmetto,2010.0,390.1M,390100000.0,Tier 1,True
RepeatMD,repeatmd.com,https://www.repeatmd.com,https://www.linkedin.com/company/repeatmd,2021.0,13.1M,13100000.0,Tier 1,True
Alpaca,alpaca.markets,https://www.alpaca.markets,https://www.linkedin.com/company/alpacamarkets,2017.0,100M,100000000.0,Tier 1,True
TRM Labs,trmlabs.com,https://www.trmlabs.com,https://www.linkedin.com/company/trmlabs,2018.0,11.3M,11300000.0,Tier 1,True
SEON,seon.io,https://www.seon.io,https://www.linkedin.com/company/seon-tech,2017.0,34.8M,34800000.0,Tier 1,True
Upside,upside.com,https://www.upside.com,https://www.linkedin.com/company/upside,2016.0,44.2M,44200000.0,Tier 1,True
Borrowell,borrowell.com,https://www.borrowell.com,https://www.linkedin.com/company/borrowell,2014.0,20M,20000000.0,Tier 1,True
"Coalition, Inc.",coalitioninc.com,https://www.coalitioninc.com,https://www.linkedin.com/company/coalitioninc,2017.0,324.5M,324500000.0,Tier 1,True
Bitsight,bitsight.com,https://www.bitsight.com,https://www.linkedin.com/company/bitsight,2011.0,200M,200000000.0,Tier 1,True
Nozomi Networks,nozominetworks.com,https://www.nozominetworks.com,https://www.linkedin.com/company/nozomi-networks-sa,2013.0,74.7M,74695000.0,Tier 1,True
PortSwigger,portswigger.net,https://www.portswigger.net,https://www.linkedin.com/company/portswigger,2008.0,48M,48000000.0,Tier 1,True
Claroty,claroty.com,https://www.claroty.com,https://www.linkedin.com/company/claroty,2015.0,144M,144000000.0,Tier 1,True
Pentera,pentera.io,https://www.pentera.io,https://www.linkedin.com/company/penterasecurity,2015.0,100M,100000000.0,Tier 1,True
Immersive,immersivelabs.com,https://www.immersivelabs.com,https://www.linkedin.com/company/immersive-labs-limited,2017.0,80M,80000000.0,Tier 1,True
IronCircle,ironcircle.com,https://www.ironcircle.com,https://www.linkedin.com/company/ironcirclecyber,2025.0,50M,50000000.0,Tier 1,True
Cyberbit,cyberbit.com,https://www.cyberbit.com,https://www.linkedin.com/company/cyberbit,2015.0,112.5M,112500000.0,Tier 1,True
Magnet Forensics,magnetforensics.com,https://www.magnetforensics.com,https://www.linkedin.com/company/magnet-forensics,2009.0,98.9M,98934000.0,Tier 1,True
FutureLearn,futurelearn.com,https://www.futurelearn.com,https://www.linkedin.com/company/futurelearn,2012.0,16M,16000000.0,Tier 1,True
BLACKCLOAK,blackcloak.io,https://www.blackcloak.io,https://www.linkedin.com/company/blackcloak,2018.0,12.5M,12500000.0,Tier 1,True
Orca Security,orca.security,https://www.orca.security,https://www.linkedin.com/company/orca-security,2019.0,64.2M,64200000.0,Tier 1,True
Action1,action1.com,https://www.action1.com,https://www.linkedin.com/company/action1corp,2018.0,15M,15000000.0,Tier 1,True
ThreatLocker,threatlocker.com,https://www.threatlocker.com,https://www.linkedin.com/company/threatlockerinc,2017.0,100M,100000000.0,Tier 1,True
Securonix,securonix.com,https://www.securonix.com,https://www.linkedin.com/company/securonix,2008.0,105M,105000000.0,Tier 1,True
Armis,armis.com,https://www.armis.com,https://www.linkedin.com/company/armis-security,2015.0,300M,300000000.0,Tier 1,True
"Red Canary, a Zscaler company",redcanary.com,https://www.redcanary.com,https://www.linkedin.com/company/redcanary,2013.0,140M,140000000.0,Tier 1,True
Cyware,cyware.com,https://www.cyware.com,https://www.linkedin.com/company/cyware,2016.0,21M,21000000.0,Tier 1,True
RANE,ranenetwork.com,https://www.ranenetwork.com,https://www.linkedin.com/company/rane,2013.0,29.8M,29800000.0,Tier 1,True
Fidelis Security,fidelissecurity.com,https://www.fidelissecurity.com,https://www.linkedin.com/company/fidelissecurityllc,2023.0,44.5M,44500000.0,Tier 1,True
Hugging Face,huggingface.co,https://www.huggingface.co,https://www.linkedin.com/company/huggingface,2016.0,130.1M,130100000.0,Tier 1,True
"AI Central | ChatGPT & Generative AI Tutorials, Prompts & Use Cases for Gemini, DeepSeek, Claude",beehiiv.com,https://www.beehiiv.com,https://www.linkedin.com/company/chat-gpt-central,2023.0,30M,30000000.0,Tier 1,True
Olive,oliveai.com,https://www.oliveai.com,https://www.linkedin.com/company/oliveai,2012.0,120M,120000000.0,Tier 1,True
Moloco,moloco.com,https://www.moloco.com,https://www.linkedin.com/company/moloco,2013.0,92.4M,92400000.0,Tier 1,True
Netradyne,netradyne.com,https://www.netradyne.com,https://www.linkedin.com/company/netradyne,2015.0,35M,35000000.0,Tier 1,True
Dremio,dremio.com,https://www.dremio.com,https://www.linkedin.com/company/dremio,2015.0,41.5M,41500000.0,Tier 1,True
Aidoc,aidoc.com,https://www.aidoc.com,https://www.linkedin.com/company/aidoc,2016.0,95M,95000000.0,Tier 1,True
OWKIN,owkin.com,https://www.owkin.com,https://www.linkedin.com/company/owkin,2016.0,125.4M,125400000.0,Tier 1,True
Fictiv,fictiv.com,https://www.fictiv.com,https://www.linkedin.com/company/fictiv,2013.0,67.6M,67600000.0,Tier 1,True
Deepgram,deepgram.com,https://www.deepgram.com,https://www.linkedin.com/company/deepgram,2015.0,24.2M,24200000.0,Tier 1,True
Seedtag,seedtag.com,https://www.seedtag.com,https://www.linkedin.com/company/seedtag,2014.0,83.8M,83800000.0,Tier 1,True
Sword Health,swordhealth.com,https://www.swordhealth.com,https://www.linkedin.com/company/swordhealth,2015.0,235M,235000000.0,Tier 1,True
Prophecy,prophecy.ai,https://www.prophecy.ai,https://www.linkedin.com/company/prophecy-ai,2017.0,10.6M,10600000.0,Tier 1,True
LILT AI,lilt.com,https://www.lilt.com,https://www.linkedin.com/company/lilthq,2015.0,30.3M,30300000.0,Tier 1,True
Versatile,versatile.ai,https://www.versatile.ai,https://www.linkedin.com/company/versatileai,2016.0,29.3M,29300000.0,Tier 1,True
Pepper,pepper.inc,https://www.pepper.inc,https://www.linkedin.com/company/pepperinc,2017.0,90.8M,90800000.0,Tier 1,True
Thrive Global,thriveglobal.com,https://www.thriveglobal.com,https://www.linkedin.com/company/thrive-global,2016.0,173M,173000000.0,Tier 1,True
LTK,shopltk.com,https://www.shopltk.com,https://www.linkedin.com/company/shopltk,2011.0,238M,238000000.0,Tier 1,True
Teal,tealhq.com,https://www.tealhq.com,https://www.linkedin.com/company/tealhq,2019.0,52.9M,52900000.0,Tier 1,True
Dodge Data & Analytics,construction.com,https://www.construction.com,https://www.linkedin.com/company/dodge-data-and-analytics,2006.0,88.5M,88500000.0,Tier 1,True
WHOOP,whoop.com,https://www.whoop.com,https://www.linkedin.com/company/whoop,2012.0,260M,260000000.0,Tier 1,True
ŌURA,ouraring.com,https://www.ouraring.com,https://www.linkedin.com/company/oura,2013.0,500M,500000000.0,Tier 1,True
Blockworks,blockworks.co,https://www.blockworks.co,https://www.linkedin.com/company/the-blockworks-group,2017.0,16M,16000000.0,Tier 1,True
Statsig,statsig.com,https://www.statsig.com,https://www.linkedin.com/company/statsig,2021.0,40M,40000000.0,Tier 1,True
Alation,alation.com,https://www.alation.com,https://www.linkedin.com/company/alation,2012.0,160.4M,160400000.0,Tier 1,True
Checkmate,itsacheckmate.com,https://www.itsacheckmate.com,https://www.linkedin.com/company/itsacheckmate,2016.0,123.2M,123200000.0,Tier 1,True
15Five,15five.com,https://www.15five.com,https://www.linkedin.com/company/15five,2011.0,152.6M,152600000.0,Tier 1,True
Lattice,lattice.com,https://www.lattice.com,https://www.linkedin.com/company/lattice-hq,2015.0,127.1M,127100000.0,Tier 1,True
Ashby,ashbyhq.com,https://www.ashbyhq.com,https://www.linkedin.com/company/ashbyhq,2018.0,28.2M,28200000.0,Tier 1,True
Speexx,speexx.com,https://www.speexx.com,https://www.linkedin.com/company/speexx,2012.0,79.7M,79700000.0,Tier 1,True
Jobvite,jobvite.com,https://www.jobvite.com,https://www.linkedin.com/company/jobvite,2006.0,92.3M,92300000.0,Tier 1,True
Contra,contra.com,https://www.contra.com,https://www.linkedin.com/company/contrahq,2019.0,96.2M,96200000.0,Tier 1,True
TaskHuman,taskhuman.com,https://www.taskhuman.com,https://www.linkedin.com/company/taskhuman,2017.0,10M,10000000.0,Tier 1,True
iMocha,imocha.io,https://www.imocha.io,https://www.linkedin.com/company/imocha,2015.0,33.7M,33700000.0,Tier 1,True
Mesh,mesh.ai,https://www.mesh.ai,https://www.linkedin.com/company/meshdotai,2020.0,19.4M,19400000.0,Tier 1,True
Namely,namely.com,https://www.namely.com,https://www.linkedin.com/company/namely,2012.0,65M,65000000.0,Tier 1,True
Apploi,apploi.com,https://www.apploi.com,https://www.linkedin.com/company/apploi,2014.0,19.9M,19900000.0,Tier 1,True
Visit.org,visit.org,https://www.visit.org,https://www.linkedin.com/company/visit-org,2015.0,20.9M,20900000.0,Tier 1,True
CodeSignal,codesignal.com,https://www.codesignal.com,https://www.linkedin.com/company/codesignal,2014.0,53.8M,53800000.0,Tier 1,True
Human Interest,humaninterest.com,https://www.humaninterest.com,https://www.linkedin.com/company/humaninterest,2015.0,200M,200000000.0,Tier 1,True
Legion Technologies,legion.co,https://www.legion.co,https://www.linkedin.com/company/legionco,2016.0,68M,68000000.0,Tier 1,True
Instaffo,instaffo.com,https://www.instaffo.com,https://www.linkedin.com/company/instaffo-gmbh,2014.0,15M,15000000.0,Tier 1,True
Merge,merge.dev,https://www.merge.dev,https://www.linkedin.com/company/merge-api,2020.0,20.8M,20800000.0,Tier 1,True
Fetcher,fetcher.ai,https://www.fetcher.ai,https://www.linkedin.com/company/fetcherai,2016.0,31.2M,31200000.0,Tier 1,True
Karat,karat.com,https://www.karat.com,https://www.linkedin.com/company/karat,2014.0,73.6M,73600000.0,Tier 1,True
Talview,talview.com,https://www.talview.com,https://www.linkedin.com/company/talview,2017.0,26.1M,26100000.0,Tier 1,True
Fountain,fountain.com,https://www.fountain.com,https://www.linkedin.com/company/fountaininc,2014.0,50M,50000000.0,Tier 1,True
Nava Benefits,navabenefits.com,https://www.navabenefits.com,https://www.linkedin.com/company/nava-benefits,2019.0,48.6M,48600000.0,Tier 1,True
Harver,harver.com,https://www.harver.com,https://www.linkedin.com/company/harver,2015.0,20M,20000000.0,Tier 1,True
"Lively, Inc.",livelyme.com,https://www.livelyme.com,https://www.linkedin.com/company/livelyhsa,2016.0,12.5M,12500000.0,Tier 1,True
Bennie,bennie.com,https://www.bennie.com,https://www.linkedin.com/company/benniehealth,2019.0,43.7M,43700000.0,Tier 1,True
Wagepoint,wagepoint.com,https://www.wagepoint.com,https://www.linkedin.com/company/wagepoint,2012.0,14M,14000000.0,Tier 1,True
Avery Technical Resources,workrise.com,https://www.workrise.com,https://www.linkedin.com/company/avery-technical-resources-inc,2008.0,100M,100000000.0,Tier 1,True
Newsela,newsela.com,https://www.newsela.com,https://www.linkedin.com/company/newsela,2013.0,109M,109000000.0,Tier 1,True
Babbel,babbel.com,https://www.babbel.com,https://www.linkedin.com/company/babbel-com,2007.0,367M,367000000.0,Tier 1,True
Securly,securly.com,https://www.securly.com,https://www.linkedin.com/company/securly,2012.0,75M,75000000.0,Tier 1,True
"Klaxoon, a Wrike company",klaxoon.com,https://www.klaxoon.com,https://www.linkedin.com/company/klaxoon,2015.0,16M,16000000.0,Tier 1,True
Slang,slangapp.com,https://www.slangapp.com,https://www.linkedin.com/company/meetslang,2013.0,50M,50000000.0,Tier 1,True
Age of Learning,ageoflearning.com,https://www.ageoflearning.com,https://www.linkedin.com/company/age-of-learning,2007.0,126.8M,126800000.0,Tier 1,True
Subject,subject.com,https://www.subject.com,https://www.linkedin.com/company/trysubject,2020.0,15M,15000000.0,Tier 1,True
Top Hat,tophat.com,https://www.tophat.com,https://www.linkedin.com/company/top-hat-hq,2009.0,68M,68000000.0,Tier 1,True
CYPHER Learning,cypherlearning.com,https://www.cypherlearning.com,https://www.linkedin.com/company/cypher-learning,2009.0,10M,10000000.0,Tier 1,True
Amira Learning,amiralearning.com,https://www.amiralearning.com,https://www.linkedin.com/company/amira-learning,2018.0,82.9M,82900000.0,Tier 1,True
Panopto,panopto.com,https://www.panopto.com,https://www.linkedin.com/company/panopto,2007.0,23.6M,23600000.0,Tier 1,True
simpleclub,simpleclub.com,https://www.simpleclub.com,https://www.linkedin.com/company/simpleclub,2015.0,17.6M,17600000.0,Tier 1,True
Examity,examity.com,https://www.examity.com,https://www.linkedin.com/company/examity,2013.0,86.6M,86600000.0,Tier 1,True
BetterLesson,betterlesson.com,https://www.betterlesson.com,https://www.linkedin.com/company/betterlesson,2008.0,15M,15000000.0,Tier 1,True
Kortext,kortext.com,https://www.kortext.com,https://www.linkedin.com/company/kortext,2013.0,29M,29000000.0,Tier 1,True
Atom Learning,atomlearning.com,https://www.atomlearning.com,https://www.linkedin.com/company/atom-learning,2018.0,17M,17000000.0,Tier 1,True
ROLI,roli.com,https://www.roli.com,https://www.linkedin.com/company/roli,2009.0,14.4M,14400000.0,Tier 1,True
Blueshift,blueshift.com,https://www.blueshift.com,https://www.linkedin.com/company/blueshift-labs-inc,2014.0,12.4M,12400000.0,Tier 1,True
Uwill,uwill.com,https://www.uwill.com,https://www.linkedin.com/company/uwilltech,2020.0,31M,31000000.0,Tier 1,True
SchoolMint,schoolmint.com,https://www.schoolmint.com,https://www.linkedin.com/company/schoolmint,2013.0,45.3M,45300000.0,Tier 1,True
Pathstream,pathstream.com,https://www.pathstream.com,https://www.linkedin.com/company/pathstream,2018.0,18M,18000000.0,Tier 1,True
Pathify,pathify.com,https://www.pathify.com,https://www.linkedin.com/company/pathifyeducation,2011.0,34.1M,34100000.0,Tier 1,True
Upswing,upswing.io,https://www.upswing.io,https://www.linkedin.com/company/upswing-io,2013.0,27.1M,27100000.0,Tier 1,True
WeVideo,wevideo.com,https://www.wevideo.com,https://www.linkedin.com/company/wevideo,2011.0,18M,18000000.0,Tier 1,True
Tinkergarten,tinkergarten.com,https://www.tinkergarten.com,https://www.linkedin.com/company/tinkergarten,2012.0,10M,10000000.0,Tier 1,True
Tealium,tealium.com,https://www.tealium.com,https://www.linkedin.com/company/tealium,2011.0,100M,100000000.0,Tier 1,True
Innovid,innovid.com,https://www.innovid.com,https://www.linkedin.com/company/innovid,2007.0,151.6M,151557000.0,Tier 1,True
Zeotap,zeotap.com,https://www.zeotap.com,https://www.linkedin.com/company/zeotap,2014.0,24.9M,24900000.0,Tier 1,True
Wunderkind,wunderkind.co,https://www.wunderkind.co,https://www.linkedin.com/company/bewunderkind,2010.0,204.7M,204700000.0,Tier 1,True
SheerID,sheerid.com,https://www.sheerid.com,https://www.linkedin.com/company/sheerid,2011.0,42M,42000000.0,Tier 1,True
BlueConic,blueconic.com,https://www.blueconic.com,https://www.linkedin.com/company/blueconic,2010.0,26.2M,26200000.0,Tier 1,True
Bizzabo,bizzabo.com,https://www.bizzabo.com,https://www.linkedin.com/company/bizzabo,2011.0,43.9M,43900000.0,Tier 1,True
Flytxt,flytxt.ai,https://www.flytxt.ai,https://www.linkedin.com/company/flytxt,2008.0,75M,75000000.0,Tier 1,True
Act-On Software,act-on.com,https://www.act-on.com,https://www.linkedin.com/company/act-on-software,2008.0,44M,44000000.0,Tier 1,True
Lotame,lotame.com,https://www.lotame.com,https://www.linkedin.com/company/lotame,2006.0,125.2M,125200000.0,Tier 1,True
Brand Networks,bn.co,https://www.bn.co,https://www.linkedin.com/company/bnanaugeocompany,2006.0,27.5M,27500000.0,Tier 1,True
PX.com,px.com,https://www.px.com,https://www.linkedin.com/company/px-platform,2010.0,14M,14000000.0,Tier 1,True
Levitate,levitate.ai,https://www.levitate.ai,https://www.linkedin.com/company/real-magic,2017.0,28.8M,28800000.0,Tier 1,True
Foleon,foleon.com,https://www.foleon.com,https://www.linkedin.com/company/foleon,2013.0,13M,13000000.0,Tier 1,True
Infinity,infinity.co,https://www.infinity.co,https://www.linkedin.com/company/infinityco,2010.0,15M,15000000.0,Tier 1,True
Redpoint Global Inc.,redpointglobal.com,https://www.redpointglobal.com,https://www.linkedin.com/company/redpoint-global-inc,2006.0,15.2M,15200000.0,Tier 1,True
Stirista,stirista.com,https://www.stirista.com,https://www.linkedin.com/company/stirista-global,2009.0,58.5M,58500000.0,Tier 1,True
Primelis,primelis.com,https://www.primelis.com,https://www.linkedin.com/company/primelis-global,2009.0,19.6M,19600000.0,Tier 1,True
Unbiased,unbiased.co.uk,https://www.unbiased.co.uk,https://www.linkedin.com/company/unbiased-co-uk,2010.0,25M,25000000.0,Tier 1,True
