"Company Name","Domain","New Column","Website","LinkedIn URL","Founded Year","Revenue","Revenue (USD)","Tier","SaaS Status & Reason"
"Securonix","securonix.com",,"http://www.securonix.com","http://www.linkedin.com/company/securonix","2008","105M",105000000,"Tier 1","true"
"Armis","armis.com",,"http://www.armis.com","http://www.linkedin.com/company/armis-security","2015","300M",300000000,"Tier 1","true"
"Helsing","helsing.ai",,"http://www.helsing.ai","http://www.linkedin.com/company/helsing","2021","157.6M",157600000,"Tier 1","false"
"Red Canary, a Zscaler company","redcanary.com",,"http://www.redcanary.com","http://www.linkedin.com/company/redcanary","2013","140M",140000000,"Tier 1","true"
"Cyware","cyware.com",,"http://www.cyware.com","http://www.linkedin.com/company/cyware","2016","21M",21000000,"Tier 1","true"
"RANE","ranenetwork.com",,"http://www.ranenetwork.com","http://www.linkedin.com/company/rane","2013","29.8M",29800000,"Tier 1","true"
"Fidelis Security","fidelissecurity.com",,"http://www.fidelissecurity.com","http://www.linkedin.com/company/fidelissecurityllc","2023","44.5M",44500000,"Tier 1","true"
"Ledger","ledger.com",,"http://www.ledger.com","http://www.linkedin.com/company/ledgerhq","2014","70.9M",70900000,"Tier 1","false"
"YesWeHack","yeswehack.com",,"http://www.yeswehack.com","http://www.linkedin.com/company/yes-we-hack","2015","3.5M",3500000,"Tier 1","true"
"Simplon.co","simplon.co",,"http://www.simplon.co","http://www.linkedin.com/company/simplon-co","2013","35M",35000000,"Tier 1","false"
"Hugging Face","huggingface.co",,"http://www.huggingface.co","http://www.linkedin.com/company/huggingface","2016","130.1M",130100000,"Tier 1","true"
"Mila - Quebec Artificial Intelligence Institute","mila.quebec",,"http://www.mila.quebec","http://www.linkedin.com/school/mila-quebec","1993","42M",42000000,"Tier 1","false"
"Fast Company","fastcompany.com",,"http://www.fastcompany.com","http://www.linkedin.com/company/fast-company","1995","61.0M",60976000,"Tier 1","false"
"AI Central | ChatGPT & Generative AI Tutorials, Prompts & Use Cases for Gemini, DeepSeek, Claude","beehiiv.com",,"http://www.beehiiv.com","http://www.linkedin.com/company/chat-gpt-central","2023","30M",30000000,"Tier 1","true"
"Quora","quora.com",,"http://www.quora.com","http://www.linkedin.com/company/quora","2009","276.8M",276800000,"Tier 1","false"
"Neuralink","neuralink.com",,"http://www.neuralink.com","http://www.linkedin.com/company/neuralink","2016","20M",20000000,"Tier 1","false"
"Singularity University","su.org",,"http://www.su.org","http://www.linkedin.com/company/singularity-university","2008","24M",24000000,"Tier 1","false"
"AQR Capital Management","aqr.com",,"http://www.aqr.com","http://www.linkedin.com/company/aqr-capital-management","1998","500M",500000000,"Tier 1","false"
"Olive","oliveai.com",,"http://www.oliveai.com","http://www.linkedin.com/company/oliveai","2012","120M",120000000,"Tier 1","true"
"TRACTIAN","",,"","http://www.linkedin.com/company/get-tractian","2019","109.1M",109100000,"Tier 1",
"Moloco","moloco.com",,"http://www.moloco.com","http://www.linkedin.com/company/moloco","2013","92.4M",92400000,"Tier 1","true"
"Netradyne","netradyne.com",,"http://www.netradyne.com","http://www.linkedin.com/company/netradyne","2015","35M",35000000,"Tier 1","true"
"Dremio","dremio.com",,"http://www.dremio.com","http://www.linkedin.com/company/dremio","2015","41.5M",41500000,"Tier 1","true"
"Epirus","epirusinc.com",,"http://www.epirusinc.com","http://www.linkedin.com/company/epirus","2018","80.5M",80500000,"Tier 1","false"
"Genesis Molecular AI","genesis.ml",,"http://www.genesis.ml","http://www.linkedin.com/company/genesis-molecular-ai",,"16.1M",16100000,"Tier 1","false"
"Aidoc","aidoc.com",,"http://www.aidoc.com","http://www.linkedin.com/company/aidoc","2016","95M",95000000,"Tier 1","true"
"Axiom Space","axiomspace.com",,"http://www.axiomspace.com","http://www.linkedin.com/company/axiom-space","2016","326.5M",326500000,"Tier 1","false"
"Immunai","immunai.com",,"http://www.immunai.com","http://www.linkedin.com/company/immunai","2019","38M",38000000,"Tier 1","false"
"OWKIN","owkin.com",,"http://www.owkin.com","http://www.linkedin.com/company/owkin","2016","125.4M",125400000,"Tier 1","true"
"Goodreads","goodreads.com",,"http://www.goodreads.com","http://www.linkedin.com/company/goodreads-com","2007","19.5M",19500000,"Tier 1","false"
"Onit","",,"","http://www.linkedin.com/company/onit","2011","82.6M",82636000,"Tier 1",
"Polestar Analytics","polestaranalytics.com",,"http://www.polestaranalytics.com","http://www.linkedin.com/company/polestar-analytics","2012","75.6M",75600000,"Tier 1","false"
"Qure.ai","qure.ai",,"http://www.qure.ai","http://www.linkedin.com/company/qure.ai","2016","21M",21000000,"Tier 1","false"
"Fictiv","fictiv.com",,"http://www.fictiv.com","http://www.linkedin.com/company/fictiv","2013","67.6M",67600000,"Tier 1","true"
"Revolution Analytics","",,"","http://www.linkedin.com/company/revolution_analytics","1977","10M",10000000,"Tier 1",
"Flagship Pioneering","flagshippioneering.com",,"http://www.flagshippioneering.com","http://www.linkedin.com/company/flagship-pioneering","2000","75M",75000000,"Tier 1","false"
"Deepgram","deepgram.com",,"http://www.deepgram.com","http://www.linkedin.com/company/deepgram","2015","24.2M",24200000,"Tier 1","true"
"Seedtag","seedtag.com",,"http://www.seedtag.com","http://www.linkedin.com/company/seedtag","2014","83.8M",83800000,"Tier 1","true"
"Sword Health","swordhealth.com",,"http://www.swordhealth.com","http://www.linkedin.com/company/swordhealth","2015","235M",235000000,"Tier 1","true"
"Prophecy","prophecy.ai",,"http://www.prophecy.ai","http://www.linkedin.com/company/prophecy-ai","2017","10.6M",10600000,"Tier 1","true"
"Blend","blend360.com",,"http://www.blend360.com","http://www.linkedin.com/company/blend360","2016","177.8M",177800000,"Tier 1","false"
"United Imaging - North America","",,"","http://www.linkedin.com/company/united-imaging-healthcare-north-america","2011","",,"Tier 1",
"LILT AI","lilt.com",,"http://www.lilt.com","http://www.linkedin.com/company/lilthq","2015","30.3M",30300000,"Tier 1","true"
"Versatile","versatile.ai",,"http://www.versatile.ai","http://www.linkedin.com/company/versatileai","2016","29.3M",29300000,"Tier 1","true"
"Pepper","pepper.inc",,"http://www.pepper.inc","http://www.linkedin.com/company/pepperinc","2017","90.8M",90800000,"Tier 1","true"
"Thrive Global","thriveglobal.com",,"http://www.thriveglobal.com","http://www.linkedin.com/company/thrive-global","2016","173M",173000000,"Tier 1","true"
"SmartRecruiters","",,"","http://www.linkedin.com/company/smartrecruiters","2010","88M",88000000,"Tier 1",
"artnet","artnet.com",,"http://www.artnet.com","http://www.linkedin.com/company/artnet","1989","24.1M",24056000,"Tier 1","false"
"Pebl","hellopebl.com",,"http://www.hellopebl.com","http://www.linkedin.com/company/hellopebl","2014","750M",750000000,"Tier 1","true"
"LawnStarter","lawnstarter.com",,"http://www.lawnstarter.com","http://www.linkedin.com/company/lawnstarter","2013","46.8M",46800000,"Tier 1","false"
"LTK","shopltk.com",,"http://www.shopltk.com","http://www.linkedin.com/company/shopltk","2011","238M",238000000,"Tier 1","true"
"Teal","tealhq.com",,"http://www.tealhq.com","http://www.linkedin.com/company/tealhq","2019","52.9M",52900000,"Tier 1","true"
"Authentic Brands Group","authentic.com",,"http://www.authentic.com","http://www.linkedin.com/company/weareauthentic","2010","38B",38000000000,"Tier 1","false"
"Dodge Data & Analytics","construction.com",,"http://www.construction.com","http://www.linkedin.com/company/dodge-data-and-analytics","2006","88.5M",88500000,"Tier 1","true"
"VICE Media","vicemedia.com",,"http://www.vicemedia.com","http://www.linkedin.com/company/vice-media","1994","750M",750000000,"Tier 1","false"
"Blockchain.com","blockchain.com",,"http://www.blockchain.com","http://www.linkedin.com/company/blockchaincustomersupport","2017","64.3M",64300000,"Tier 1","false"
"Brut.","brut.media",,"http://www.brut.media","http://www.linkedin.com/company/brut.","2016","1M",1000000,"Tier 1","false"
"WGSN","wgsn.com",,"http://www.wgsn.com","http://www.linkedin.com/company/wgsn","1998","129.1M",129143000,"Tier 1","true"
"Calm","calm.com",,"http://www.calm.com","http://www.linkedin.com/company/calm-com","2012","596.4M",596400000,"Tier 1","true"
"MarketWatch","marketwatch.com",,"http://www.marketwatch.com","http://www.linkedin.com/company/marketwatch","1997","114.3M",114300000,"Tier 1","false"
"WHOOP","whoop.com",,"http://www.whoop.com","http://www.linkedin.com/company/whoop","2012","260M",260000000,"Tier 1","true"
"Artsy","artsy.net",,"http://www.artsy.net","http://www.linkedin.com/company/artsyinc","2009","25M",25000000,"Tier 1","false"
"PGA TOUR","pgatour.com",,"http://www.pgatour.com","http://www.linkedin.com/company/pga-tour","1968","760.6M",760607000,"Tier 1","false"
"The Motley Fool","fool.com",,"http://www.fool.com","http://www.linkedin.com/company/the-motley-fool","1993","174.7M",174700000,"Tier 1","false"
"ŌURA","ouraring.com",,"http://www.ouraring.com","http://www.linkedin.com/company/oura","2013","500M",500000000,"Tier 1","true"
"Bright Network","brightnetwork.co.uk",,"http://www.brightnetwork.co.uk","http://www.linkedin.com/company/bright-network","2013","7.5M",7500000,"Tier 1","false"
"Everton Football Club","evertonfc.com",,"http://www.evertonfc.com","http://www.linkedin.com/company/everton-football-club","1878","236M",236000000,"Tier 1","false"
"ZRG Careers","zrgpartners.com",,"http://www.zrgpartners.com","http://www.linkedin.com/company/zrgcareers","2011","207.5M",207500000,"Tier 1","false"
"Workrise","",,"","http://www.linkedin.com/company/workrise","2014","",,"Tier 1",
"Blockworks","blockworks.co",,"http://www.blockworks.co","http://www.linkedin.com/company/the-blockworks-group","2017","16M",16000000,"Tier 1","true"
"Statsig","statsig.com",,"http://www.statsig.com","http://www.linkedin.com/company/statsig","2021","40M",40000000,"Tier 1","true"
"Big Spaceship","bigspaceship.com",,"http://www.bigspaceship.com","http://www.linkedin.com/company/bigspaceship","2000","5.5M",5549000,"Tier 1","false"
"Oliver James","oliverjames.com",,"http://www.oliverjames.com","http://www.linkedin.com/company/oliver-james-","2002","101M",101000000,"Tier 1","false"
"Warner Bros. Games","warnerbrosgames.com",,"http://www.warnerbrosgames.com","http://www.linkedin.com/company/warnerbrosgames",,"",,"Tier 1","false"
"CBRE Investment Management","cbreim.com",,"http://www.cbreim.com","http://www.linkedin.com/company/cbreim","1972","200M",200000000,"Tier 1","false"
"Cadence","cadence.care",,"http://www.cadence.care","http://www.linkedin.com/company/cadencerpm","2020","58.1M",58100000,"Tier 1","false"
"Argo AI","argo.ai",,"http://www.argo.ai","http://www.linkedin.com/company/argo-ai","2016","25.2M",25200000,"Tier 1","false"
"Impact Analytics","impactanalytics.ai",,"http://www.impactanalytics.ai","http://www.linkedin.com/company/impactanalytics","2015","17.5M",17500000,"Tier 1","false"
"DIGITAL HARBOR, Inc.","digitalharbor.com",,"http://www.digitalharbor.com","http://www.linkedin.com/company/digital-harbor","1997","469K",469000,"Tier 1","false"
"Chambers and Partners","chambers.com",,"http://www.chambers.com","http://www.linkedin.com/company/chambers-and-partners","1990","120.2M",120200000,"Tier 1","true"
"Alation","alation.com",,"http://www.alation.com","http://www.linkedin.com/company/alation","2012","160.4M",160400000,"Tier 1","true"
"Checkmate","itsacheckmate.com",,"http://www.itsacheckmate.com","http://www.linkedin.com/company/itsacheckmate","2016","123.2M",123200000,"Tier 1","true"
"Permira","permira.com",,"http://www.permira.com","http://www.linkedin.com/company/permira","1985","85M",85000000,"Tier 1","false"
"Payscale","payscale.com",,"http://www.payscale.com","http://www.linkedin.com/company/payscale","2002","171.6M",171600000,"Tier 1","true"
"Onfido","",,"","http://www.linkedin.com/company/onfido","2012","",,"Tier 1",
"Vangst","vangst.com",,"http://www.vangst.com","http://www.linkedin.com/company/vangst","2015","11M",11000000,"Tier 1","false"
"15Five","15five.com",,"http://www.15five.com","http://www.linkedin.com/company/15five","2011","152.6M",152600000,"Tier 1","true"
"Lattice","lattice.com",,"http://www.lattice.com","http://www.linkedin.com/company/lattice-hq","2015","127.1M",127100000,"Tier 1","true"
"Ashby","ashbyhq.com",,"http://www.ashbyhq.com","http://www.linkedin.com/company/ashbyhq","2018","28.2M",28200000,"Tier 1","true"
"Speexx","speexx.com",,"http://www.speexx.com","http://www.linkedin.com/company/speexx","2012","79.7M",79700000,"Tier 1","true"
"Jobvite","jobvite.com",,"http://www.jobvite.com","http://www.linkedin.com/company/jobvite","2006","92.3M",92300000,"Tier 1","true"
"RigUp","rigup.com",,"http://www.rigup.com","http://www.linkedin.com/company/rigup","2014","100M",100000000,"Tier 1","false"
"Contra","contra.com",,"http://www.contra.com","http://www.linkedin.com/company/contrahq","2019","96.2M",96200000,"Tier 1","true"
"TaskHuman","taskhuman.com",,"http://www.taskhuman.com","http://www.linkedin.com/company/taskhuman","2017","10M",10000000,"Tier 1","true"
"HeyJobs","heyjobs.co",,"http://www.heyjobs.co","http://www.linkedin.com/company/heyjobs","2016","15M",15000000,"Tier 1","false"
"iMocha","imocha.io",,"http://www.imocha.io","http://www.linkedin.com/company/imocha","2015","33.7M",33700000,"Tier 1","true"
"Mesh","mesh.ai",,"http://www.mesh.ai","http://www.linkedin.com/company/meshdotai","2020","19.4M",19400000,"Tier 1","true"
"Namely","namely.com",,"http://www.namely.com","http://www.linkedin.com/company/namely","2012","65M",65000000,"Tier 1","true"
"Seso Inc.","sesolabor.com",,"http://www.sesolabor.com","http://www.linkedin.com/company/sesolabor","2019","3.5M",3500000,"Tier 1","true"
"Apploi","apploi.com",,"http://www.apploi.com","http://www.linkedin.com/company/apploi","2014","19.9M",19900000,"Tier 1","true"
"Envoy Global","envoyglobal.com",,"http://www.envoyglobal.com","http://www.linkedin.com/company/envoyglobal","1998","40.8M",40800000,"Tier 1","false"
"Visit.org","visit.org",,"http://www.visit.org","http://www.linkedin.com/company/visit-org","2015","20.9M",20900000,"Tier 1","true"
"CodeSignal","codesignal.com",,"http://www.codesignal.com","http://www.linkedin.com/company/codesignal","2014","53.8M",53800000,"Tier 1","true"
"Human Interest","humaninterest.com",,"http://www.humaninterest.com","http://www.linkedin.com/company/humaninterest","2015","200M",200000000,"Tier 1","true"
"Legion Technologies","legion.co",,"http://www.legion.co","http://www.linkedin.com/company/legionco","2016","68M",68000000,"Tier 1","true"
"Instaffo","instaffo.com",,"http://www.instaffo.com","http://www.linkedin.com/company/instaffo-gmbh","2014","15M",15000000,"Tier 1","true"
"Tilt","hellotilt.com",,"http://www.hellotilt.com","http://www.linkedin.com/company/hello-tilt","2017","5.1M",5100000,"Tier 1","true"
"Merge","merge.dev",,"http://www.merge.dev","http://www.linkedin.com/company/merge-api","2020","20.8M",20800000,"Tier 1","true"
"Vivian Health","vivian.com",,"http://www.vivian.com","http://www.linkedin.com/company/vivianhealth","2017","43.2M",43200000,"Tier 1","false"
"Fetcher","fetcher.ai",,"http://www.fetcher.ai","http://www.linkedin.com/company/fetcherai","2016","31.2M",31200000,"Tier 1","true"
"Karat","karat.com",,"http://www.karat.com","http://www.linkedin.com/company/karat","2014","73.6M",73600000,"Tier 1","true"
"Talview","talview.com",,"http://www.talview.com","http://www.linkedin.com/company/talview","2017","26.1M",26100000,"Tier 1","true"
"HSP Group","hsp.com",,"http://www.hsp.com","http://www.linkedin.com/company/hsp-group-inc","2020","47.7M",47700000,"Tier 1","false"
"Fountain","fountain.com",,"http://www.fountain.com","http://www.linkedin.com/company/fountaininc","2014","50M",50000000,"Tier 1","true"
"Nava Benefits","navabenefits.com",,"http://www.navabenefits.com","http://www.linkedin.com/company/nava-benefits","2019","48.6M",48600000,"Tier 1","true"
"Harver","harver.com",,"http://www.harver.com","http://www.linkedin.com/company/harver","2015","20M",20000000,"Tier 1","true"
"Lively, Inc.","livelyme.com",,"http://www.livelyme.com","http://www.linkedin.com/company/livelyhsa","2016","12.5M",12500000,"Tier 1","true"
"Broadbean","broadbean.com",,"http://www.broadbean.com","http://www.linkedin.com/company/broadbean-technology","2001","28.2M",28200000,"Tier 1","true"
"Snagajob","snagajob.com",,"http://www.snagajob.com","http://www.linkedin.com/company/snagajob","1999","45.3M",45300000,"Tier 1","true"
"Headstart (Defunct)","headstart.io",,"http://www.headstart.io","http://www.linkedin.com/company/headstart-io","2015","2.5M",2500000,"Tier 1","true"
"GREENFORCE","greenforce.com",,"http://www.greenforce.com","http://www.linkedin.com/company/greenforce1","2020","",,"Tier 1","false"
"Cloverleaf","cloverleaf.me",,"http://www.cloverleaf.me","http://www.linkedin.com/company/cloverleafme","2017","7.6M",7600000,"Tier 1","true"
"Sounding Board (a BTS company)","soundingboardinc.com",,"http://www.soundingboardinc.com","http://www.linkedin.com/company/sounding-board-labs-inc","2016","7M",7000000,"Tier 1","true"
"Bennie","bennie.com",,"http://www.bennie.com","http://www.linkedin.com/company/benniehealth","2019","43.7M",43700000,"Tier 1","true"
"Wagepoint","wagepoint.com",,"http://www.wagepoint.com","http://www.linkedin.com/company/wagepoint","2012","14M",14000000,"Tier 1","true"
"Avery Technical Resources","workrise.com",,"http://www.workrise.com","http://www.linkedin.com/company/avery-technical-resources-inc","2008","100M",100000000,"Tier 1","true"
"Noon - The Social Learning Company","learnatnoon.com",,"http://www.learnatnoon.com","http://www.linkedin.com/company/learnatnoon","2013","4.2M",4200000,"Tier 1","false"
"Newsela","newsela.com",,"http://www.newsela.com","http://www.linkedin.com/company/newsela","2013","109M",109000000,"Tier 1","true"
"Digital Promise","digitalpromise.org",,"http://www.digitalpromise.org","http://www.linkedin.com/company/digital-promise","2011","66.8M",66817000,"Tier 1","false"
"Babbel","babbel.com",,"http://www.babbel.com","http://www.linkedin.com/company/babbel-com","2007","367M",367000000,"Tier 1","true"
"Ginger","gingersoftware.com",,"http://www.gingersoftware.com","http://www.linkedin.com/company/carebyginger","2010","1.2M",1200000,"Tier 1","true"
"Elevate K-12","elevatek12.com",,"http://www.elevatek12.com","http://www.linkedin.com/company/elevatek12","2015","110M",110000000,"Tier 1","false"
"Lexia Learning","lexialearning.com",,"http://www.lexialearning.com","http://www.linkedin.com/company/lexia-learning-systems","1984","380M",380000000,"Tier 1","true"
"Keypath Education","keypathedu.com",,"http://www.keypathedu.com","http://www.linkedin.com/company/keypath-education","2014","138.1M",138100000,"Tier 1","false"
"Monica Vinader","monicavinader.com",,"http://www.monicavinader.com","http://www.linkedin.com/company/monica-vinader-ltd","2002","139M",139000000,"Tier 1","false"
"Masterschool","masterschool.com",,"http://www.masterschool.com","http://www.linkedin.com/school/joinmasterschool","2021","58.5M",58500000,"Tier 1","false"
"Education Elements","edelements.com",,"http://www.edelements.com","http://www.linkedin.com/company/education-elements","2010","7.0M",6999000,"Tier 1","false"
"Securly","securly.com",,"http://www.securly.com","http://www.linkedin.com/company/securly","2012","75M",75000000,"Tier 1","true"
"Aprende Institute","aprende.com",,"http://www.aprende.com","http://www.linkedin.com/school/aprendeinstitute","2019","107M",107000000,"Tier 1","false"
"Global LT, Inc.","global-lt.com",,"http://www.global-lt.com","http://www.linkedin.com/company/global-lt","1979","335.7M",335700000,"Tier 1","false"
"Klaxoon, a Wrike company","klaxoon.com",,"http://www.klaxoon.com","http://www.linkedin.com/company/klaxoon","2015","16M",16000000,"Tier 1","true"
"CareerFoundry","careerfoundry.com",,"http://www.careerfoundry.com","http://www.linkedin.com/school/careerfoundry","2013","186.9M",186900000,"Tier 1","false"
"Bulb","bulbapp.com",,"http://www.bulbapp.com","http://www.linkedin.com/company/bulb-uk","2014","8.9M",8900000,"Tier 1","true"
"Istation","",,"","http://www.linkedin.com/company/istation","1998","",,"Tier 1",
"Slang","slangapp.com",,"http://www.slangapp.com","http://www.linkedin.com/company/meetslang","2013","50M",50000000,"Tier 1","true"
"Age of Learning","ageoflearning.com",,"http://www.ageoflearning.com","http://www.linkedin.com/company/age-of-learning","2007","126.8M",126800000,"Tier 1","true"
"ReUp Education","reupeducation.com",,"http://www.reupeducation.com","http://www.linkedin.com/company/reup-education","2015","26.2M",26200000,"Tier 1","false"
"Subject","subject.com",,"http://www.subject.com","http://www.linkedin.com/company/trysubject","2020","15M",15000000,"Tier 1","true"
"Top Hat","tophat.com",,"http://www.tophat.com","http://www.linkedin.com/company/top-hat-hq","2009","68M",68000000,"Tier 1","true"
"Kiddom","kiddom.co",,"http://www.kiddom.co","http://www.linkedin.com/company/kiddom","2015","4.9M",4900000,"Tier 1","true"
"Providence Equity Partners","provequity.com",,"http://www.provequity.com","http://www.linkedin.com/company/providence-equity-partners","1989","93M",93000000,"Tier 1","false"
"LiveMentor","livementor.com",,"http://www.livementor.com","http://www.linkedin.com/school/livementor","2012","284K",284000,"Tier 1","true"
"CYPHER Learning","cypherlearning.com",,"http://www.cypherlearning.com","http://www.linkedin.com/company/cypher-learning","2009","10M",10000000,"Tier 1","true"
"360training","360training.com",,"http://www.360training.com","http://www.linkedin.com/company/360training","1997","42.9M",42900000,"Tier 1","true"
"Photomath","photomath.com",,"http://www.photomath.com","http://www.linkedin.com/company/photomath","2014","91.2M",91200000,"Tier 1","false"
"Skill and You","skillandyou.com",,"http://www.skillandyou.com","http://www.linkedin.com/school/skillandyou","2000","140.8M",140816000,"Tier 1","false"
"Amira Learning","amiralearning.com",,"http://www.amiralearning.com","http://www.linkedin.com/company/amira-learning","2018","82.9M",82900000,"Tier 1","true"
"HyperionDev","hyperiondev.com",,"http://www.hyperiondev.com","http://www.linkedin.com/school/hyperion-development-south-africa","2012","74.7M",74700000,"Tier 1","false"
"Everspring","everspringpartners.com",,"http://www.everspringpartners.com","http://www.linkedin.com/company/everspring-inc","2011","7.8M",7800000,"Tier 1","false"
"Coursedog","coursedog.com",,"http://www.coursedog.com","http://www.linkedin.com/company/coursedog","2018","8.5M",8500000,"Tier 1","true"
"Panopto","panopto.com",,"http://www.panopto.com","http://www.linkedin.com/company/panopto","2007","23.6M",23600000,"Tier 1","true"
"simpleclub","simpleclub.com",,"http://www.simpleclub.com","http://www.linkedin.com/company/simpleclub","2015","17.6M",17600000,"Tier 1","true"
"Workera","workera.ai",,"http://www.workera.ai","http://www.linkedin.com/company/workera-ai","2019","7.5M",7500000,"Tier 1","true"
"Civitas Learning","civitaslearning.com",,"http://www.civitaslearning.com","http://www.linkedin.com/company/civitas-learning","2011","16.7M",16700000,"Tier 1","false"
"Venture Garden Group","venturegardengroup.com",,"http://www.venturegardengroup.com","http://www.linkedin.com/company/venture-garden-group","2011","59.5M",59500000,"Tier 1","false"
"Presence","presence.com",,"http://www.presence.com","http://www.linkedin.com/company/presencelearning","2009","12.5M",12500000,"Tier 1","false"
"Examity","examity.com",,"http://www.examity.com","http://www.linkedin.com/company/examity","2013","86.6M",86600000,"Tier 1","true"
"Knowunity","knowunity.ai",,"http://www.knowunity.ai","http://www.linkedin.com/company/knowunity","2020","",,"Tier 1","true"
"Yoto","yotoplay.com",,"http://www.yotoplay.com","http://www.linkedin.com/company/yotoplay","2015","119M",119000000,"Tier 1","false"
"BetterLesson","betterlesson.com",,"http://www.betterlesson.com","http://www.linkedin.com/company/betterlesson","2008","15M",15000000,"Tier 1","true"
"Intellum","intellum.com",,"http://www.intellum.com","http://www.linkedin.com/company/intellum","2000","32.1M",32100000,"Tier 1","true"
"Sphero","sphero.com",,"http://www.sphero.com","http://www.linkedin.com/company/sphero","2010","27.2M",27200000,"Tier 1","false"
"ParentPay","parentpay.com",,"http://www.parentpay.com","http://www.linkedin.com/company/parentpay-ltd","2002","170M",170000000,"Tier 1","true"
"Kortext","kortext.com",,"http://www.kortext.com","http://www.linkedin.com/company/kortext","2013","29M",29000000,"Tier 1","true"
"ExecOnline","execonline.com",,"http://www.execonline.com","http://www.linkedin.com/company/execonline","2012","21.3M",21300000,"Tier 1","false"
"Endless","endlessglobal.com",,"http://www.endlessglobal.com","http://www.linkedin.com/company/endlessglobal","2011","4.8M",4751000,"Tier 1","false"
"Atom Learning","atomlearning.com",,"http://www.atomlearning.com","http://www.linkedin.com/company/atom-learning","2018","17M",17000000,"Tier 1","true"
"ROLI","roli.com",,"http://www.roli.com","http://www.linkedin.com/company/roli","2009","14.4M",14400000,"Tier 1","true"
"Blueshift","blueshift.com",,"http://www.blueshift.com","http://www.linkedin.com/company/blueshift-labs-inc","2014","12.4M",12400000,"Tier 1","true"
"Uwill","uwill.com",,"http://www.uwill.com","http://www.linkedin.com/company/uwilltech","2020","31M",31000000,"Tier 1","true"
"SchoolMint","schoolmint.com",,"http://www.schoolmint.com","http://www.linkedin.com/company/schoolmint","2013","45.3M",45300000,"Tier 1","true"
"Parchment by Instructure","parchment.com",,"http://www.parchment.com","http://www.linkedin.com/company/parchment","2003","115M",115000000,"Tier 1","true"
"Accredible","accredible.com",,"http://www.accredible.com","http://www.linkedin.com/company/accredible","2013","1.3M",1300000,"Tier 1","true"
"Sparx Learning","sparx-learning.com",,"http://www.sparx-learning.com","http://www.linkedin.com/company/sparx-learning","2011","1M",1000000,"Tier 1","true"
"Pathstream","pathstream.com",,"http://www.pathstream.com","http://www.linkedin.com/company/pathstream","2018","18M",18000000,"Tier 1","true"
"PINKTUM","pinktum.com",,"http://www.pinktum.com","http://www.linkedin.com/company/pinkuniversity","2011","",,"Tier 1","true"
"UNIQUE HERITAGE MEDIA","uniqueheritage.fr",,"http://www.uniqueheritage.fr","http://www.linkedin.com/company/unique-heritage-media","2014","",,"Tier 1","false"
"4.0","4pt0.org",,"http://www.4pt0.org","http://www.linkedin.com/company/4pt0schools","2010","3.6M",3572000,"Tier 1","false"
"Summer","meetsummer.com",,"http://www.meetsummer.com","http://www.linkedin.com/company/savewithsummer","2017","999K",999000,"Tier 1","true"
"Pathify","pathify.com",,"http://www.pathify.com","http://www.linkedin.com/company/pathifyeducation","2011","34.1M",34100000,"Tier 1","true"
"Upswing","upswing.io",,"http://www.upswing.io","http://www.linkedin.com/company/upswing-io","2013","27.1M",27100000,"Tier 1","true"
"WeVideo","wevideo.com",,"http://www.wevideo.com","http://www.linkedin.com/company/wevideo","2011","18M",18000000,"Tier 1","true"
"All Right","allright.com",,"http://www.allright.com","http://www.linkedin.com/company/allright-com","2016","7.2M",7200000,"Tier 1","false"
"Tinkergarten","tinkergarten.com",,"http://www.tinkergarten.com","http://www.linkedin.com/company/tinkergarten","2012","10M",10000000,"Tier 1","true"
"Design Pickle","designpickle.com",,"http://www.designpickle.com","http://www.linkedin.com/company/designpickle","2015","30M",30000000,"Tier 1","false"
"Tealium","tealium.com",,"http://www.tealium.com","http://www.linkedin.com/company/tealium","2011","100M",100000000,"Tier 1","true"
"Innovid","innovid.com",,"http://www.innovid.com","http://www.linkedin.com/company/innovid","2007","151.6M",151557000,"Tier 1","true"
"Zeotap","zeotap.com",,"http://www.zeotap.com","http://www.linkedin.com/company/zeotap","2014","24.9M",24900000,"Tier 1","true"
"Wunderkind","wunderkind.co",,"http://www.wunderkind.co","http://www.linkedin.com/company/bewunderkind","2010","204.7M",204700000,"Tier 1","true"
"SheerID","sheerid.com",,"http://www.sheerid.com","http://www.linkedin.com/company/sheerid","2011","42M",42000000,"Tier 1","true"
"BlueConic","blueconic.com",,"http://www.blueconic.com","http://www.linkedin.com/company/blueconic","2010","26.2M",26200000,"Tier 1","true"
"Bizzabo","bizzabo.com",,"http://www.bizzabo.com","http://www.linkedin.com/company/bizzabo","2011","43.9M",43900000,"Tier 1","true"
"Flytxt","flytxt.ai",,"http://www.flytxt.ai","http://www.linkedin.com/company/flytxt","2008","75M",75000000,"Tier 1","true"
"Splash (Now part of Cvent)","splashthat.com",,"http://www.splashthat.com","http://www.linkedin.com/company/splashthat-com","2011","644K",644000,"Tier 1","true"
"Affinity Solutions","affinity.solutions",,"http://www.affinity.solutions","http://www.linkedin.com/company/affinity-solutions","2005","29.5M",29500000,"Tier 1","false"
"Canaan","canaan.com",,"http://www.canaan.com","http://www.linkedin.com/company/canaan-partners","1987","269.3M",269300000,"Tier 1","false"
"Connexity, Inc.","connexity.com",,"http://www.connexity.com","http://www.linkedin.com/company/connexity","1996","27.2M",27200000,"Tier 1","true"
